,平均気温(℃),降水量の合計(mm),日照時間(時間),1日前平均気温(℃),2日前平均気温(℃),天気概況(夜：18時～翌日06時),天気概況(昼：06時～18時)
2011/2/3,7.4,0,9.6,8.8,8.1,晴一時曇,快晴
2011/2/4,8.8,0,9.6,8.1,8.3,晴一時薄曇,快晴
2011/2/5,8.1,0,4.7,8.3,8.2,晴後一時曇,薄曇時々晴
2011/2/6,8.3,0,3.8,8.2,5.8,曇一時雨後晴,晴後曇
2011/2/7,8.2,0,9.4,5.8,5,晴後曇,快晴
2011/2/8,5.8,1,0.5,5,6.5,曇時々みぞれ一時雪、あられを伴う,曇
2011/2/9,5,5.5,5.2,6.5,2,晴後曇,みぞれ後晴
2011/2/10,6.5,0,5.5,2,2.1,曇後一時雪,曇時々晴
2011/2/11,2,11,0,2.1,4.7,みぞれ時々雪一時曇,雪
2011/2/12,2.1,2.5,0.1,4.7,3.3,晴一時雨,曇後みぞれ一時雪
2011/2/13,4.7,0,9.8,3.3,5.3,晴後曇,快晴
2011/2/14,3.3,21,0.4,5.3,6.8,雪時々雨一時みぞれ,曇時々雨一時雪
2011/2/15,5.3,2.5,8,6.8,10,快晴,晴一時雨
2011/2/16,6.8,0,9.8,10,9.1,晴後曇,快晴
2011/2/17,10,0,1.8,9.1,6.1,曇後大雨,曇
2011/2/18,9.1,76.5,5,6.1,7,晴後一時曇,雨一時曇後晴
2011/2/19,6.1,0,0.3,7,7.1,曇,曇
2011/2/20,7,1,0,7.1,6.5,雨時々曇,曇
2011/2/21,7.1,0,3.6,6.5,8.4,快晴,曇後晴
2011/2/22,6.5,0,10.3,8.4,11.4,快晴,晴
2011/2/23,8.4,0,9.4,11.4,14.1,曇一時晴,快晴
2011/2/24,11.4,0,0.5,14.1,7.2,晴一時曇,雨時々曇
2011/2/25,14.1,0,10.1,7.2,10.4,快晴,晴後一時薄曇
2011/2/26,7.2,0,10.6,10.4,4.9,晴後一時曇,快晴
2011/2/27,10.4,0,9.1,4.9,5.8,曇後雨,晴後一時曇
2011/2/28,4.9,30,0,5.8,6.8,曇一時雨,雨後一時みぞれ、あられを伴う
2011/3/1,5.8,10.5,0,6.8,4.4,雨後曇,曇時々雨
2011/3/2,6.8,0,1.5,4.4,4.6,快晴,曇一時雨
2011/3/3,4.4,0,7.8,4.6,7.4,曇後晴,晴後曇
2011/3/4,4.6,0,9.4,7.4,9.3,快晴,晴後一時曇
2011/3/5,7.4,0,10.6,9.3,4.5,晴時々薄曇,晴後一時薄曇
2011/3/6,9.3,0,6.8,4.5,6.9,薄曇後雨,薄曇時々晴
2011/3/7,4.5,28,0,6.9,7.4,雨後曇,雨時々みぞれ一時雪
2011/3/8,6.9,0.5,3.5,7.4,6.2,晴一時曇,曇時々晴
2011/3/9,7.4,0,9.8,6.2,6.5,晴,晴
2011/3/10,6.2,0,9.2,6.5,8.2,曇一時晴,晴後一時曇
2011/3/11,6.5,0,7.8,8.2,11.3,快晴,晴一時曇
2011/3/12,8.2,0,9.9,11.3,14.1,薄曇時々晴,晴時々薄曇
2011/3/13,11.3,0,11,14.1,10.9,快晴,快晴
2011/3/14,14.1,0,7.6,10.9,7.5,薄曇時々晴,薄曇
2011/3/15,10.9,0,0.5,7.5,4.6,曇後一時雨,曇
2011/3/16,7.5,0,7.9,4.6,6.1,晴,晴時々曇
2011/3/17,4.6,0,9.2,6.1,12.3,晴一時曇,晴
2011/3/18,6.1,0,11.3,12.3,13.7,曇一時晴,晴
2011/3/19,12.3,0,8.4,13.7,9.6,晴後一時曇,晴一時曇
2011/3/20,13.7,0,6,9.6,6.9,曇時々晴,曇時々晴
2011/3/21,9.6,20,0,6.9,6.4,雨,雨
2011/3/22,6.9,13.5,0,6.4,5.4,雨後一時曇,雨
2011/3/23,6.4,1.5,1.8,5.4,8.1,雨後曇,曇時々雨
2011/3/24,5.4,0,4,8.1,7.4,晴,曇後時々晴
2011/3/25,8.1,0,8.7,7.4,7.4,曇時々雨一時晴,晴後一時曇
2011/3/26,7.4,0,11.7,7.4,8.6,晴,快晴
2011/3/27,7.4,0,9,8.6,10.9,曇時々雨一時晴,晴
2011/3/28,8.6,0,11.4,10.9,11.6,快晴,快晴
2011/3/29,10.9,0,11.5,11.6,9.7,晴一時曇,快晴
2011/3/30,11.6,0,10.6,9.7,11.2,曇時々晴一時雨,晴
2011/3/31,9.7,0,7.9,11.2,13.4,快晴,晴後一時雨
2011/4/1,11.2,0,11.8,13.4,7.9,晴後一時薄曇,快晴
2011/4/2,13.4,0,3.4,7.9,9,曇,薄曇後時々晴
2011/4/3,7.9,0,0,9,10.1,曇,曇
2011/4/4,9,0,10.8,10.1,13.7,快晴,晴
2011/4/5,10.1,0,12,13.7,15.7,快晴,快晴
2011/4/6,13.7,0,12,15.7,17.2,晴後一時薄曇,快晴
2011/4/7,15.7,0,5.3,17.2,16.1,晴後一時薄曇,曇後一時晴
2011/4/8,17.2,0,1.6,16.1,13.7,曇後時々雨,曇
2011/4/9,16.1,0.5,0,13.7,13.7,曇時々雨,曇時々雨
2011/4/10,13.7,0,5.4,13.7,11.4,曇後時々晴,曇時々晴
2011/4/11,13.7,12,5.9,11.4,14.3,雨時々曇後一時晴,曇時々晴後一時雨
2011/4/12,11.4,0.5,11.7,14.3,16.7,快晴,快晴
2011/4/13,14.3,0,11.9,16.7,18.4,快晴,快晴
2011/4/14,16.7,0,12,18.4,18.6,晴時々薄曇,快晴
2011/4/15,18.4,0,8.1,18.6,13.6,曇,晴後曇
2011/4/16,18.6,0,6.7,13.6,14.9,晴時々薄曇,薄曇時々晴後一時雨
2011/4/17,13.6,0,9.3,14.9,10.8,曇,晴後薄曇
2011/4/18,14.9,0,1.1,10.8,10.9,雨時々曇,曇
2011/4/19,10.8,23,2.9,10.9,12.4,晴一時雨,曇時々雨一時晴
2011/4/20,10.9,0,8.1,12.4,15.5,曇後時々雨,晴後時々曇
2011/4/21,12.4,0,2.1,15.5,16.5,曇時々雨,曇一時晴
2011/4/22,15.5,0,1.4,16.5,16.1,曇後雨,曇後一時雨
2011/4/23,16.5,54,0.3,16.1,15,雨後晴,雨
2011/4/24,16.1,0,11.9,15,16.2,晴一時雨,晴
2011/4/25,15,0,8.3,16.2,20.1,晴後一時薄曇,晴一時曇
2011/4/26,16.2,0,9.6,20.1,19.8,薄曇後晴,晴後一時薄曇
2011/4/27,20.1,2,8.2,19.8,15.1,雨時々曇,晴後曇
2011/4/28,19.8,4,7.8,15.1,17.6,晴,晴
2011/4/29,15.1,0,7.6,17.6,18.4,晴,晴後一時雨
2011/4/30,17.6,0,6.8,18.4,19.6,曇後一時雨,薄曇一時晴
2011/5/1,18.4,2,0.5,19.6,15.8,晴時々曇一時雨,曇後時々雨
2011/5/2,19.6,0,9.4,15.8,17.3,晴後一時曇,薄曇後一時晴
2011/5/3,15.8,6,0.1,17.3,15.1,雨後時々曇,曇後雨
2011/5/4,17.3,0,10.5,15.1,16,曇一時晴,晴後一時薄曇
2011/5/5,15.1,0,0.1,16,17,曇,曇
2011/5/6,16,0,1.4,17,20.6,曇後一時雨,曇
2011/5/7,17,1,0,20.6,19.7,曇後晴,雨時々曇
2011/5/8,20.6,0,11.2,19.7,22.8,晴後一時曇,晴
2011/5/9,19.7,0,7.9,22.8,15.2,曇,薄曇一時晴
2011/5/10,22.8,1,0.8,15.2,15.6,雨一時曇,曇後雨
2011/5/11,15.2,35,0,15.6,19.8,雨後曇,雨
2011/5/12,15.6,15.5,0,19.8,20.1,雨後曇,雨一時曇
2011/5/13,19.8,0,2.9,20.1,20.5,曇時々晴,曇後一時晴
2011/5/14,20.1,0,9.2,20.5,20.3,薄曇後晴,晴後一時雨
2011/5/15,20.5,0,11.2,20.3,18.2,薄曇,晴後薄曇
2011/5/16,20.3,0,2.7,18.2,19.4,薄曇,薄曇
2011/5/17,18.2,3.5,0.5,19.4,20.9,曇時々雨後晴,曇後雨、雷を伴う
2011/5/18,19.4,0,12.2,20.9,22,快晴,晴
2011/5/19,20.9,0,12.7,22,22.8,晴一時薄曇,快晴
2011/5/20,22,0,12.2,22.8,20.8,晴,晴一時薄曇
2011/5/21,22.8,0,11.8,20.8,15.6,晴後一時薄曇,晴
2011/5/22,20.8,13.5,7.2,15.6,14.6,曇時々雨,曇後雨
2011/5/23,15.6,7,0,14.6,18.7,雨,曇時々雨
2011/5/24,14.6,20.5,3.2,18.7,19.3,薄曇後一時晴,雨後晴
2011/5/25,18.7,0,11.3,19.3,18.8,曇,薄曇一時晴
2011/5/26,19.3,0,1.6,18.8,18.4,曇時々雨,曇
2011/5/27,18.8,1,0,18.4,18,雨時々曇,曇一時雨
2011/5/28,18.4,24,0,18,17.4,雨,雨
2011/5/29,18,69.5,0,17.4,15.2,大雨,大雨
2011/5/30,17.4,14,1.3,15.2,15.2,曇,雨後曇
2011/5/31,15.2,0,4.4,15.2,16,曇,曇一時晴
2011/6/1,15.2,0,0.4,16,19.8,曇一時雨,曇
2011/6/2,16,10,0,19.8,22.1,雨後曇,雨
2011/6/3,19.8,0,7.8,22.1,22.2,曇後一時晴,薄曇
2011/6/4,22.1,0,10.9,22.2,22.9,薄曇時々晴,晴後一時薄曇
2011/6/5,22.2,5.5,3.1,22.9,21.6,雨後晴,曇
2011/6/6,22.9,0,11.4,21.6,19.7,薄曇,晴
2011/6/7,21.6,0,0.5,19.7,21.8,曇後雨,曇
2011/6/8,19.7,3,1.6,21.8,22.8,薄曇,雨後曇
2011/6/9,21.8,0,7.3,22.8,22.2,曇一時雨,曇時々晴
2011/6/10,22.8,0,0.5,22.2,23.2,雨一時曇,曇
2011/6/11,22.2,35.5,0.1,23.2,20.9,曇一時雨,雨後曇
2011/6/12,23.2,0,0.3,20.9,21.7,雨時々曇,曇
2011/6/13,20.9,29.5,0,21.7,21.3,曇一時晴,曇時々雨
2011/6/14,21.7,0,0.6,21.3,21.1,曇一時雨,曇
2011/6/15,21.3,0,1.7,21.1,19.2,曇後一時雨,曇
2011/6/16,21.1,3.5,0,19.2,20.3,雨,曇時々雨
2011/6/17,19.2,21.5,0,20.3,21.8,曇,雨後一時曇
2011/6/18,20.3,4.5,0,21.8,23.9,曇時々雨,曇後雨
2011/6/19,21.8,0,0.2,23.9,25.5,曇,曇
2011/6/20,23.9,0,1.7,25.5,27.2,曇時々雨,曇後時々雨
2011/6/21,25.5,1,5.3,27.2,28.2,晴一時薄曇,薄曇一時雨
2011/6/22,27.2,0,12.4,28.2,29.1,曇一時晴後雨,晴後一時曇
2011/6/23,28.2,0,4,29.1,24.3,晴時々薄曇,曇時々雨
2011/6/24,29.1,0,7.1,24.3,21.3,晴時々薄曇,薄曇
2011/6/25,24.3,0,3.5,21.3,22.3,曇一時雨,曇後一時雨
2011/6/26,21.3,0,0,22.3,27.3,曇後時々雨,曇
2011/6/27,22.3,1.5,0,27.3,29.8,曇後時々雨,曇時々雨
2011/6/28,27.3,0,7.9,29.8,28.7,快晴,曇後晴
2011/6/29,29.8,0,11.5,28.7,28.7,曇時々晴,晴
2011/6/30,28.7,1,5.3,28.7,26.5,曇時々雨,晴後一時雨、雷を伴う
2011/7/1,28.7,0,6,26.5,27.6,晴後曇,曇後一時雨、雷を伴う
2011/7/2,26.5,0,2.2,27.6,29.6,晴時々曇,曇後一時晴
2011/7/3,27.6,0,6.6,29.6,28,晴時々薄曇,薄曇
2011/7/4,29.6,0,6.9,28,28,曇後時々雨、雷を伴う,薄曇一時晴
2011/7/5,28,5.5,6.8,28,26.8,晴一時雨、雷を伴う,晴時々曇
2011/7/6,28,0,10.4,26.8,28.6,曇時々雨,薄曇一時晴
2011/7/7,26.8,0,1.9,28.6,29.4,曇時々雨,曇
2011/7/8,28.6,0,0,29.4,29.3,曇,曇一時雨
2011/7/9,29.4,0,8.3,29.3,29.2,晴,曇後晴
2011/7/10,29.3,0,13.3,29.2,28.7,晴,快晴
2011/7/11,29.2,0,12.7,28.7,28.6,晴,晴
2011/7/12,28.7,0,10.5,28.6,28.9,晴後一時曇,晴一時曇
2011/7/13,28.6,0,11.3,28.9,29.4,晴,晴
2011/7/14,28.9,0,11.3,29.4,29,晴,晴
2011/7/15,29.4,0,13.4,29,29.6,晴,快晴
2011/7/16,29,0,13.1,29.6,30.1,快晴,晴
2011/7/17,29.6,0,13.5,30.1,27.9,晴後一時曇,快晴
2011/7/18,30.1,0,5.3,27.9,25.9,曇一時雨,曇後一時雨
2011/7/19,27.9,3.5,0,25.9,20.7,曇時々雨,雨時々曇
2011/7/20,25.9,6,0,20.7,21,雨時々曇,雨後一時曇
2011/7/21,20.7,3,2.9,21,23.1,晴後一時曇,雨後曇
2011/7/22,21,0,5,23.1,26,曇時々晴,曇時々晴
2011/7/23,23.1,0,1.8,26,27.6,曇時々晴,曇
2011/7/24,26,0,7.9,27.6,27.5,曇時々晴,曇一時晴
2011/7/25,27.6,0,9.3,27.5,28.3,晴時々薄曇,薄曇一時晴
2011/7/26,27.5,0,1.9,28.3,26.4,曇,曇一時晴
2011/7/27,28.3,0,1.5,26.4,26.5,曇時々雨,曇一時雨
2011/7/28,26.4,2.5,0.1,26.5,25.7,雨時々曇、雷を伴う,曇一時雨
2011/7/29,26.5,5,0.3,25.7,23.5,雨時々曇、雷を伴う,雨後曇
2011/7/30,25.7,29,2,23.5,24.5,曇時々雨、雷を伴う,曇一時晴
2011/7/31,23.5,0,0,24.5,25.5,曇,曇一時雨
2011/8/1,24.5,0,0.3,25.5,26.1,曇後一時晴,曇
2011/8/2,25.5,0,1.6,26.1,27.4,曇,曇
2011/8/3,26.1,15.5,0.9,27.4,27.8,曇一時晴,曇後時々雨
2011/8/4,27.4,4.5,5.5,27.8,29,晴後曇一時雨,曇時々晴一時雨
2011/8/5,27.8,4.5,3.4,29,28.9,晴後曇,晴一時曇
2011/8/6,29,0,6.4,28.9,29.3,曇後一時晴,曇後一時雨
2011/8/7,28.9,20,7.2,29.3,30.2,雨時々曇後晴、雷を伴う,薄曇後一時雨、雷を伴う
2011/8/8,29.3,0,9.4,30.2,30.5,晴時々薄曇,晴後薄曇
2011/8/9,30.2,0,9.9,30.5,31,晴,晴時々薄曇
2011/8/10,30.5,0,12.4,31,31.2,晴,晴
2011/8/11,31,0,8.4,31.2,30,晴時々曇,晴後一時雨、雷を伴う
2011/8/12,31.2,0,6.6,30,30,晴一時曇,晴
2011/8/13,30,0,9.7,30,30.3,曇時々晴,晴後薄曇
2011/8/14,30,0,6.5,30.3,30.3,晴,曇後晴
2011/8/15,30.3,0,9.4,30.3,30.7,曇後晴,晴
2011/8/16,30.3,0,7.6,30.7,31.9,晴一時薄曇,晴後時々薄曇
2011/8/17,30.7,0,8.7,31.9,25.3,晴後一時薄曇,晴時々薄曇
2011/8/18,31.9,0,10.8,25.3,23.7,曇,晴後薄曇
2011/8/19,25.3,57,0.3,23.7,20.6,曇一時雨,大雨一時曇、雷を伴う
2011/8/20,23.7,0,0,20.6,21.2,雨時々曇,曇
2011/8/21,20.6,11,0,21.2,25.9,雨,雨
2011/8/22,21.2,26,0,25.9,28.1,曇後霧雨,雨時々曇
2011/8/23,25.9,0,4.8,28.1,27.2,晴時々曇,曇一時霧雨後晴
2011/8/24,28.1,0,6,27.2,26.2,雨時々曇,曇後晴
2011/8/25,27.2,2.5,0.4,26.2,24.3,曇,雨後曇
2011/8/26,26.2,88.5,3.6,24.3,25.6,雨,曇後大雨、雷を伴う
2011/8/27,24.3,0.5,0.1,25.6,26,晴時々曇,曇
2011/8/28,25.6,0,8.6,26,26.3,晴後曇,晴
2011/8/29,26,0,7.4,26.3,26.4,曇時々晴,晴時々曇
2011/8/30,26.3,4.5,10.9,26.4,28.5,雨時々曇,晴後一時曇
2011/8/31,26.4,9.5,2.1,28.5,28.5,曇一時雨、雷を伴う,曇
2011/9/1,28.5,2,0.8,28.5,28,雨時々曇,曇
2011/9/2,28.5,27,4.1,28,27.2,曇時々雨,曇時々雨一時晴
2011/9/3,28,19,2.2,27.2,26.5,曇一時雨,曇一時雨
2011/9/4,27.2,2,3,26.5,24.5,曇一時雨,曇一時雨
2011/9/5,26.5,15,1.1,24.5,24.9,雨一時曇,曇一時雨
2011/9/6,24.5,14.5,1.9,24.9,25.7,曇時々雨,曇時々晴後一時雨
2011/9/7,24.9,0,9.2,25.7,27.8,晴,晴一時曇
2011/9/8,25.7,0,10.4,27.8,28.4,薄曇,曇後晴
2011/9/9,27.8,0,6,28.4,27.7,晴,晴時々曇
2011/9/10,28.4,0,9.9,27.7,28.3,晴,晴
2011/9/11,27.7,0,6.1,28.3,28.3,晴後一時曇,薄曇時々晴
2011/9/12,28.3,0,10.7,28.3,28.3,晴,晴
2011/9/13,28.3,0,10.4,28.3,28.3,晴後一時曇,晴
2011/9/14,28.3,0,8.3,28.3,28.2,晴,晴
2011/9/15,28.3,0,8.2,28.2,28,晴,晴
2011/9/16,28.2,5,6.3,28,28.5,曇一時雨,薄曇時々晴
2011/9/17,28,0,4.5,28.5,25.7,晴一時曇,曇後一時晴
2011/9/18,28.5,0,11.3,25.7,19.9,晴,晴
2011/9/19,25.7,0.5,3.5,19.9,22.2,雨一時曇,曇時々晴
2011/9/20,19.9,21,0,22.2,23.4,大雨,雨時々曇
2011/9/21,22.2,124,0,23.4,20.3,曇時々晴一時雨、大風を伴う,暴風雨
2011/9/22,23.4,5,5.7,20.3,20.5,雨後曇,晴後雨
2011/9/23,20.3,0,0.8,20.5,20.2,晴時々曇,曇後一時晴
2011/9/24,20.5,0,8.8,20.2,18.9,晴時々曇,晴後一時曇
2011/9/25,20.2,0,3.9,18.9,20.2,晴後曇,曇後一時晴
2011/9/26,18.9,0,0,20.2,20.5,曇時々雨,曇後雨
2011/9/27,20.2,0,4.4,20.5,21.9,晴後薄曇,曇後一時晴
2011/9/28,20.5,0,8.8,21.9,24.6,晴後時々曇,晴一時薄曇
2011/9/29,21.9,0,9.5,24.6,22.2,晴後一時曇,晴
2011/9/30,24.6,0,6,22.2,18.5,曇一時雨,晴時々曇
2011/10/1,22.2,0,1.5,18.5,18.8,曇,曇一時晴
2011/10/2,18.5,0,0,18.8,18.5,曇,曇
2011/10/3,18.8,0,5.6,18.5,15.9,曇一時晴,晴一時曇
2011/10/4,18.5,0,9.9,15.9,20.4,曇後一時雨,晴後一時曇
2011/10/5,15.9,53.5,0,20.4,21.1,雨,雨
2011/10/6,20.4,3,5.8,21.1,19.7,曇時々晴一時雨,晴一時雨
2011/10/7,21.1,1.5,10.8,19.7,20.1,晴後一時曇,晴
2011/10/8,19.7,0,6.3,20.1,20.4,曇時々晴一時雨,晴時々曇
2011/10/9,20.1,0,4.5,20.4,21.2,雨時々曇,晴時々曇
2011/10/10,20.4,6,5.9,21.2,20.5,薄曇一時晴,晴一時曇
2011/10/11,21.2,0,3.3,20.5,20.5,曇,薄曇
2011/10/12,20.5,0,6.7,20.5,21.2,曇一時晴,晴一時薄曇
2011/10/13,20.5,0,0.9,21.2,24.3,晴一時曇,曇
2011/10/14,21.2,4,5.5,24.3,24.8,曇時々雨,晴後曇
2011/10/15,24.3,2,0.3,24.8,21.5,曇時々雨,曇時々雨
2011/10/16,24.8,8,6.2,21.5,19.1,晴時々薄曇,曇後晴
2011/10/17,21.5,0,4.9,19.1,15.9,曇,曇後一時晴
2011/10/18,19.1,0,3.5,15.9,17.7,晴一時薄曇,曇後晴
2011/10/19,15.9,0,0,17.7,18.3,曇後一時雨,曇
2011/10/20,17.7,0,1.3,18.3,19.5,曇,曇
2011/10/21,18.3,4,0,19.5,22.7,大雨,曇後時々雨
2011/10/22,19.5,37.5,0.1,22.7,20.7,曇時々雨,曇時々雨
2011/10/23,22.7,0,2.8,20.7,21.8,晴後時々曇,曇後一時晴
2011/10/24,20.7,0,0.9,21.8,16.7,曇,曇一時晴
2011/10/25,21.8,0,5.9,16.7,15.2,曇後晴,曇後時々晴
2011/10/26,16.7,0,9.2,15.2,15.5,快晴,晴
2011/10/27,15.2,0,9.8,15.5,16,快晴,快晴
2011/10/28,15.5,0,9.4,16,16.9,晴,晴
2011/10/29,16,0,9.3,16.9,18.7,晴時々曇,晴
2011/10/30,16.9,0,3.3,18.7,17.7,雨時々曇,曇後一時雨
2011/10/31,18.7,0,7.7,17.7,17.2,晴,晴一時雨
2011/11/1,17.7,0,9,17.2,18.4,晴,晴
2011/11/2,17.2,0,7.6,18.4,18.4,薄曇,晴後薄曇
2011/11/3,18.4,0,0.7,18.4,18.9,晴,曇
2011/11/4,18.4,0,6.3,18.9,18.1,晴,晴一時曇
2011/11/5,18.9,1.5,2.6,18.1,18.6,雨時々曇,曇一時晴
2011/11/6,18.1,7,0,18.6,15.7,曇時々雨後一時晴,曇後時々雨
2011/11/7,18.6,0,7.2,15.7,14.3,曇時々雨,晴後一時曇
2011/11/8,15.7,1,3.2,14.3,14.1,曇時々晴,曇一時晴
2011/11/9,14.3,0,1.9,14.1,12.4,薄曇,曇一時晴
2011/11/10,14.1,0,0.4,12.4,16.4,曇,曇
2011/11/11,12.4,19,0,16.4,17.8,雨後曇一時晴,雨
2011/11/12,16.4,0,6.3,17.8,16.9,曇後一時晴,曇時々晴
2011/11/13,17.8,0,8.6,16.9,14,曇時々晴,晴一時薄曇
2011/11/14,16.9,5.5,3.6,14,12.6,曇時々雨,晴時々曇
2011/11/15,14,0.5,1.8,12.6,14.5,晴,曇後時々晴
2011/11/16,12.6,0,8.7,14.5,12.6,晴,晴後一時曇
2011/11/17,14.5,0,9.4,12.6,16.3,曇一時晴,晴
2011/11/18,12.6,0,1.1,16.3,17.4,曇後一時雨,曇後一時晴
2011/11/19,16.3,78,0,17.4,12.6,雨後曇,大雨
2011/11/20,17.4,0,5.4,12.6,11.1,晴後一時曇,晴時々曇一時雨、雷を伴う
2011/11/21,12.6,0,5.9,11.1,12.4,晴,晴
2011/11/22,11.1,0,7.7,12.4,13.3,曇時々晴,晴一時曇
2011/11/23,12.4,0,8.6,13.3,11.4,曇一時雨後晴,晴後一時曇
2011/11/24,13.3,0,7.4,11.4,10.9,晴,晴
2011/11/25,11.4,0,9.4,10.9,11,快晴,快晴
2011/11/26,10.9,0,8.3,11,12.1,晴時々曇,晴後一時曇
2011/11/27,11,0,5.6,12.1,14.4,薄曇時々晴,薄曇
2011/11/28,12.1,0,0,14.4,14.6,曇,曇
2011/11/29,14.4,0,1,14.6,7.8,薄曇後一時晴,曇
2011/11/30,14.6,0,5.7,7.8,6.1,雨一時曇,晴時々曇
2011/12/1,7.8,4.5,0,6.1,11.1,雨一時曇、あられを伴う,雨後時々曇
2011/12/2,6.1,1.5,0,11.1,13.4,曇後雨,雨後曇
2011/12/3,11.1,35,0.5,13.4,11,曇後一時晴,大雨後曇
2011/12/4,13.4,0,9.3,11,8,晴一時薄曇,快晴
2011/12/5,11,0,9.2,8,9.8,晴後曇,晴
2011/12/6,8,9.5,0,9.8,8,曇一時雨,曇後雨
2011/12/7,9.8,0,8.1,8,5.5,曇時々晴,晴時々薄曇
2011/12/8,8,3.5,0,5.5,7.3,雨時々曇,曇後雨
2011/12/9,5.5,4,2.5,7.3,8.1,快晴,雨後晴、あられを伴う
2011/12/10,7.3,0,9.1,8.1,9.7,晴,晴
2011/12/11,8.1,0,9.1,9.7,9.7,快晴,快晴
2011/12/12,9.7,0,9,9.7,7.9,晴,晴
2011/12/13,9.7,0,8.9,7.9,10.4,晴後曇一時雨,快晴
2011/12/14,7.9,1.5,0,10.4,9,曇後晴,曇一時雨
2011/12/15,10.4,0,8.9,9,6.1,晴後曇,快晴
2011/12/16,9,0,6.2,6.1,7,晴一時曇,晴後一時曇
2011/12/17,6.1,0,9.1,7,6.5,快晴,快晴
2011/12/18,7,0,9,6.5,7,晴,晴
2011/12/19,6.5,0,8.4,7,5.8,快晴,晴
2011/12/20,7,0,8.7,5.8,5.8,晴後一時薄曇,快晴
2011/12/21,5.8,0,5.2,5.8,6,薄曇時々晴,曇後晴
2011/12/22,5.8,0,0.1,6,5.5,快晴,曇
2011/12/23,6,0,3.4,5.5,5.2,晴後曇,晴時々曇
2011/12/24,5.5,0,7.4,5.2,4.9,快晴,晴一時曇
2011/12/25,5.2,0,6,4.9,5.2,晴一時曇,晴後時々曇
2011/12/26,4.9,0,8.2,5.2,6.2,快晴,晴
2011/12/27,5.2,0,9,6.2,6,晴後一時薄曇,快晴
2011/12/28,6.2,0,7.8,6,6.2,曇時々晴,薄曇後晴
2011/12/29,6,0,8.9,6.2,5.6,晴一時薄曇,快晴
2011/12/30,6.2,0,9.1,5.6,5.7,晴,快晴
2011/12/31,5.6,0,6.5,5.7,6,曇時々晴,晴
2012/1/1,5.7,0,3.3,6,6.6,晴一時雨,曇
2012/1/2,6,0,4.6,6.6,5.4,快晴,曇後晴
2012/1/3,6.6,0,5.2,5.4,5.5,曇後晴,晴時々曇
2012/1/4,5.4,0,7.7,5.5,6.3,晴一時曇,晴後一時曇
2012/1/5,5.5,0,9.2,6.3,5.7,晴,快晴
2012/1/6,6.3,0,5.9,5.7,5.8,晴一時曇,晴一時曇
2012/1/7,5.7,0,9.1,5.8,5.9,晴後一時曇,快晴
2012/1/8,5.8,0,8.2,5.9,6.7,曇後時々晴,晴一時曇
2012/1/9,5.9,0,9,6.7,5.8,快晴,快晴
2012/1/10,6.7,0,7.6,5.8,3.8,曇後晴,薄曇一時晴
2012/1/11,5.8,0,4.7,3.8,5.6,晴,曇時々晴
2012/1/12,3.8,0,6.1,5.6,5.1,晴,晴後時々曇
2012/1/13,5.6,0,9.3,5.1,4.5,快晴,晴
2012/1/14,5.1,0,6.2,4.5,4.5,晴後薄曇,晴
2012/1/15,4.5,0,1.3,4.5,4.9,曇,曇
2012/1/16,4.5,0,0,4.9,5.4,曇,曇
2012/1/17,4.9,0,6.3,5.4,6.2,晴,曇後晴
2012/1/18,5.4,0,8.3,6.2,2.8,薄曇後晴,晴後薄曇
2012/1/19,6.2,0,3.6,2.8,3.4,雨時々曇一時雪,曇
2012/1/20,2.8,9,0,3.4,5.3,雨時々曇,みぞれ後一時雨
2012/1/21,3.4,15,0,5.3,5,雨後一時曇,雨時々みぞれ
2012/1/22,5.3,3,0.6,5,3,晴後一時曇,雨後曇
2012/1/23,5,22.5,0,3,4.1,雪時々雨後曇、雷を伴う,雨時々曇
2012/1/24,3,0.5,5.6,4.1,3.2,曇後晴,晴後一時曇
2012/1/25,4.1,0,8.5,3.2,3.2,晴一時曇,晴後一時曇
2012/1/26,3.2,0,9.7,3.2,2.6,快晴,快晴
2012/1/27,3.2,0,8.2,2.6,2.9,晴,晴
2012/1/28,2.6,0,7.4,2.9,3.7,曇一時晴,晴
2012/1/29,2.9,0,8.4,3.7,4.1,快晴,晴一時曇
2012/1/30,3.7,0,9.4,4.1,6,晴,晴
2012/1/31,4.1,0,9.6,6,2.6,晴,晴
2012/2/1,6,0,6.2,2.6,2.8,快晴,晴後一時曇
2012/2/2,2.6,0,8.7,2.8,5.5,快晴,晴
2012/2/3,2.8,0,9.5,5.5,6.1,快晴,快晴
2012/2/4,5.5,0,9.8,6.1,4.9,快晴,快晴
2012/2/5,6.1,0,3.5,4.9,7.7,曇一時晴,晴時々曇
2012/2/6,4.9,4,0,7.7,6.6,曇後雨,雨時々曇
2012/2/7,7.7,28.5,0,6.6,4.7,曇,雨後曇
2012/2/8,6.6,0,0.3,4.7,5.7,曇一時雪後晴,曇
2012/2/9,4.7,0,9.5,5.7,5.4,薄曇時々晴,晴
2012/2/10,5.7,0,8.4,5.4,5,晴,晴
2012/2/11,5.4,0,7.2,5,5.8,曇後晴,晴後一時曇
2012/2/12,5,0,9.9,5.8,5.2,晴後薄曇,快晴
2012/2/13,5.8,0,2.7,5.2,7.6,曇一時雨,曇
2012/2/14,5.2,3.5,0,7.6,3.3,曇一時雨,雨一時曇
